country,content_rating,budget,title_year,actor_2_facebook_likes,imdb_score,aspect_ratio,movie_facebook_likes,X
USA,PG-13,80000000,2000,11000,5.3,1.85,0,487
USA,PG-13,88000000,2005,13000,5.9,1.85,0,488
USA,PG-13,70000000,1996,770,6.3,2.35,0,489
France,,,2015,21,6.4,2.35,257,490
USA,R,,1997,1000,6.9,2.35,0,491
USA,PG-13,80000000,2009,1000,6.3,2.35,0,492
USA,PG-13,80000000,2000,274,7.3,1.85,0,493
USA,PG-13,80000000,1996,10000,5.8,1.85,0,494
USA,PG,80000000,2013,396,5.2,2.35,0,495
USA,PG-13,44000000,2000,117,2.4,2.35,0,496
Germany,PG,80000000,2003,739,5.7,2.35,665,497
USA,PG-13,80000000,2009,48,5.8,2.35,0,498
USA,PG-13,80000000,2003,18000,5.6,2.35,0,499
USA,R,80000000,1997,674,6,2.35,0,500
Australia,G,80000000,1998,971,5.8,1.85,964,501
USA,PG-13,90000000,2015,788,6,2.35,21000,502
USA,PG-13,70000000,2000,0,5.7,2.35,995,503
France,PG,86000000,2006,80,6,2.35,941,504
France,G,40000000,2009,63,7.8,2.35,0,505
UK,PG-13,52000000,2005,307,4.2,2.35,785,506
Canada,PG-13,80000000,2014,172,5.6,2.35,20000,507
Mexico,PG,8000000,2015,94,4.4,,138,508
USA,PG-13,58000000,2001,592,8.2,1.85,29000,509
USA,G,45000000,1994,886,8.5,1.66,17000,510
USA,PG,79000000,2012,12000,5.8,1.85,0,511
USA,PG,78000000,2013,161,6.5,2.35,15000,512
Germany,R,78000000,2002,12000,7.2,2.35,0,513
USA,PG-13,100000000,2004,10000,6.7,2.35,0,514
USA,PG,79000000,2011,11000,3.4,1.85,0,515
USA,PG-13,76000000,2003,787,5.9,2.35,0,516
France,PG,81200000,2015,11000,7.8,2.35,31000,517
USA,PG-13,80000000,2007,422,5.9,1.85,0,518
USA,PG,76000000,2000,1000,4.1,1.85,413,519
Japan,PG,75000000,2016,904,6.8,1.85,36000,520
USA,PG-13,78000000,2003,872,5.8,2.35,0,521
USA,PG,76000000,2013,2000,7.5,1.85,56000,522
USA,PG-13,75000000,1996,2000,6.9,2.35,16000,523
USA,PG-13,73000000,1997,506,6.5,1.85,0,524
USA,PG,75000000,2005,436,6.9,1.85,0,525
USA,R,76000000,2006,430,7.9,1.85,17000,526
USA,PG-13,75000000,2000,764,7.4,2.35,0,527
USA,R,75000000,2008,11000,6.7,2.35,0,528
USA,R,75000000,1996,2000,7.4,2.35,51000,529
USA,PG,80000000,2006,590,6.9,1.85,0,530
USA,PG-13,75000000,2004,427,6.8,2.35,11000,531
USA,PG,75000000,2007,339,6.7,2.35,0,532
USA,R,50000000,2004,422,5.1,2,893,533
USA,PG,75000000,1999,710,4.1,1.85,509,534
USA,PG-13,75000000,2013,988,7.3,2.35,105000,535
USA,PG-13,80000000,2010,11000,6,1.85,12000,536
USA,PG-13,60000000,2004,466,7.3,1.85,16000,537
USA,TV-14,,,560,7.5,16,10000,538
USA,PG,35000000,2009,576,5.4,1.85,1000,539
USA,PG-13,75000000,2000,826,5.9,1.85,0,540
USA,R,75000000,2007,15000,7.1,1.85,0,541
USA,PG,75000000,2004,17000,6,1.85,0,542
USA,PG-13,70000000,2006,549,6.5,2.35,0,543
USA,,,,130,8.3,,0,544
USA,PG-13,53000000,2005,1000,5.7,2.4,0,545
France,R,70000000,2005,486,7.6,2.35,0,546
USA,R,70000000,2003,1000,6.6,2.35,0,547
USA,PG-13,75000000,2010,1000,5.4,2.35,0,548
USA,PG-13,75000000,2015,509,7.3,2.35,43000,549
USA,PG-13,80000000,2004,964,6.5,1.85,0,550
USA,PG,75000000,2006,970,6.6,2.35,0,551
USA,PG-13,80000000,2001,450,6.6,2.35,0,552
USA,PG-13,55000000,1995,303,5.9,1.85,0,553
USA,PG-13,75000000,1999,103,6.7,2.35,0,554
USA,R,75000000,2011,1000,6.1,1.85,30000,555
USA,R,52000000,2005,13000,6.6,2.35,0,556
USA,PG,75000000,2000,1000,6.6,2.35,0,557
USA,PG-13,75000000,2003,982,5.3,2.35,648,558
UK,R,75000000,1998,722,6,2.35,0,559
USA,PG-13,,2009,552,6,2.35,0,560
USA,PG-13,75000000,2001,889,4.7,1.85,683,561
USA,PG-13,45000000,2004,845,6.1,2.35,1000,562
USA,PG-13,75000000,2000,13000,7.2,2.35,0,563
USA,PG,74000000,2015,4000,6.4,1.85,70000,564
USA,PG-13,82000000,2011,2000,6.1,2.35,42000,565
USA,R,69000000,1998,854,5.9,2.35,880,566
USA,PG-13,75000000,1998,270,6,2.35,0,567
USA,PG,73000000,2016,1000,6.3,1.85,14000,568
USA,PG-13,70000000,2008,1000,5.6,2.35,0,569
USA,R,75000000,2009,561,6.4,1.85,0,570
USA,R,70000000,2007,638,7.1,2.35,0,571
USA,PG-13,73000000,2006,1000,6.6,2.35,0,572
USA,PG,72000000,2001,692,4.6,2.35,266,573
USA,R,72000000,1995,466,8.4,2.35,17000,574
Germany,R,70000000,2005,383,7.1,2.35,0,575
USA,PG-13,75000000,2007,440,7.4,2.35,0,576
USA,PG,72000000,2001,826,6.9,1.85,0,577
USA,PG-13,72000000,2001,658,4.5,2.35,886,578
France,PG,59660000,2004,17,7.1,2.35,2000,579
USA,PG-13,60000000,2004,2000,6.5,1.85,0,580
USA,PG-13,71500000,1998,1000,5.3,1.85,694,581
USA,PG-13,72000000,2002,529,6.7,1.85,0,582
USA,PG,150000000,2004,309,7.2,1.85,0,583
USA,G,120000000,2006,843,7.2,2.35,0,584
USA,PG,70000000,1999,3000,5.5,2.35,0,585
USA,PG-13,70000000,2002,223,5.8,2.35,10000,586
USA,PG,74000000,2015,861,6,1.85,16000,587
USA,R,80000000,1996,848,6.6,1.85,1000,588
USA,R,75000000,2009,11000,8.3,2.35,42000,589
USA,PG,70000000,1991,8000,6.7,2.35,13000,590
USA,PG-13,100000000,2014,3000,6,2.35,21000,591
USA,R,70000000,1990,982,7.1,2.35,0,592
USA,PG-13,80000000,2003,1000,6,2.35,0,593
USA,TV-14,,,372,7.5,16,14000,594
USA,R,68000000,2001,834,6.9,1.85,0,595
USA,PG-13,70000000,2006,579,5.6,1.85,0,596
USA,PG-13,60000000,2004,766,5.6,2.35,0,597
USA,PG,75000000,2009,1000,4.5,1.85,2000,598
USA,R,75000000,2002,973,7.1,2.35,5000,599
USA,R,70000000,2013,11000,6.5,2.35,45000,600
USA,PG,58000000,1998,906,6.4,2.35,1000,601
USA,PG-13,70000000,2011,697,5.8,2.35,25000,602
USA,PG-13,70000000,2003,1000,8,1.37,26000,603
USA,R,70000000,1994,277,6.2,1.85,0,604
USA,PG-13,66000000,2011,19000,7.2,2.35,28000,605
USA,PG-13,70000000,2014,13000,6.1,2.35,34000,606
USA,PG-13,69500000,1989,650,7.6,2.35,0,607
USA,PG-13,70000000,2010,592,6.3,2.35,13000,608
USA,PG-13,70000000,2014,692,6.3,2.35,37000,609
USA,R,70000000,1998,13000,6.3,2.35,0,610
UK,PG-13,70000000,2007,588,7.7,2.35,15000,611
USA,PG-13,70000000,1997,691,7,2.35,0,612
USA,PG-13,70000000,2011,1000,5.3,2.35,0,613
USA,PG-13,70000000,2002,405,5.6,2.35,792,614
UK,R,60000000,2005,585,5.2,2.35,0,615
USA,PG-13,70000000,2002,229,5.4,1.37,531,616
USA,R,70000000,2012,327,6.4,2.35,24000,617
USA,PG-13,75000000,2012,217,5.9,2.35,33000,618
USA,R,60000000,2002,787,6.3,2.35,997,619
UK,R,35000000,2011,22000,6.5,2.35,17000,620
USA,R,70000000,2002,841,3,2.35,584,621
USA,R,70000000,2002,324,3.6,2.35,391,622
USA,R,70000000,1998,893,5.8,2.35,815,623
USA,PG,70000000,2001,509,6.2,2.35,2000,624
USA,PG,70000000,2013,1000,5.6,,5000,625
USA,R,70000000,2015,326,5.4,2.35,11000,626
USA,PG,70000000,2004,1000,6.1,1.85,0,627
UK,R,70000000,2006,729,4.2,2.35,764,628
USA,R,50000000,2013,1000,6.7,2.35,34000,629
USA,PG-13,70000000,2014,358,4.2,2.35,12000,630
USA,PG-13,68000000,2002,655,6.4,2.35,0,631
USA,PG-13,68000000,2010,17000,4.9,2.35,29000,632
USA,R,68000000,2001,10000,6.8,2.35,0,633
USA,PG,69000000,2010,2000,7.7,1.85,31000,634
USA,R,68000000,1995,220,5.6,2.35,617,635
USA,R,68000000,2015,11000,6.4,2.35,30000,636
Spain,R,70000000,2009,451,7.2,2.35,29000,637
USA,PG-13,65000000,1999,855,6,1.85,0,638
USA,R,36000000,2011,919,5.9,2.35,10000,639
USA,R,68000000,1999,826,7.9,2.35,0,640
USA,PG-13,,2016,562,6.8,2.35,12000,641
USA,R,70000000,2008,149,7.1,2.35,0,642
USA,PG-13,,2010,1000,5.9,1.85,0,643
USA,R,69000000,2012,3000,5.9,2.35,98000,644
USA,PG-13,66000000,1999,427,6.2,2.35,0,645
USA,TV-PG,,,363,7.4,16,0,646
USA,PG-13,66000000,1998,826,7,2.35,0,647
UK,PG-13,35000000,2007,394,5.4,2.35,0,648
USA,R,70000000,1998,14000,8.6,1.85,22000,649
USA,PG-13,66000000,2014,3000,6.5,2.35,32000,650
USA,PG-13,70000000,2000,955,6.4,1.37,0,651
USA,PG,59000000,2002,939,7.6,1.85,3000,652
USA,R,68000000,2003,599,5.5,2.35,4000,653
USA,PG-13,65000000,2012,826,7.4,2.35,71000,654
USA,R,63000000,1999,145,8.7,2.35,25000,655
USA,PG,62000000,1995,968,7.6,2.35,5000,656
USA,R,65000000,1990,308,7.5,1.85,0,657
USA,G,60000000,2002,857,5.5,1.85,1000,658
USA,PG-13,61000000,2012,13000,7.6,1.85,144000,659
USA,PG,65000000,1998,793,6.5,1.85,0,660
USA,R,65000000,2008,3000,6.9,2.35,0,661
USA,PG-13,65000000,1998,174,6.7,2.35,0,662
USA,R,65000000,2010,561,6.6,2.35,25000,663
USA,PG-13,65000000,2014,698,7.2,2.35,35000,664
USA,PG-13,65000000,2000,495,6.4,2.35,0,665
USA,R,70000000,1993,730,6.4,2.35,0,666
USA,R,50000000,1996,517,6,2.35,0,667
USA,PG,60000000,2000,718,6.1,1.85,0,668
USA,PG-13,63000000,2006,1000,6,1.85,0,669
USA,PG-13,65000000,2003,4000,6.4,1.85,0,670
USA,R,65000000,2012,346,6.4,2.35,59000,671
UK,R,65000000,1999,580,7.3,1.66,10000,672
USA,PG,65000000,2014,1000,5.2,2.39,16000,673
USA,R,50100000,2015,806,6.6,1.85,23000,674
USA,PG-13,65000000,2012,1000,6.3,2.35,18000,675
USA,R,65000000,2004,1000,5.9,2.35,0,676
USA,PG-13,16900000,1984,1000,6.4,1.85,0,677
France,R,65000000,1998,317,6.7,2.35,688,678
Germany,R,65000000,2012,1000,5.4,2.35,32000,679
USA,R,45000000,2008,872,6.4,2.35,0,680
USA,R,65000000,1996,380,6.7,2.35,4000,681
USA,R,65000000,2000,192,6.2,2.35,892,682
USA,PG,65000000,2005,14000,6.1,1.85,0,683
USA,R,63000000,1999,783,8.8,2.35,48000,684
USA,PG,65000000,2006,529,7.1,2.35,0,685
UK,,,,773,8.1,,0,686
USA,R,70000000,1991,773,5.7,1.85,0,687
France,R,65000000,2000,909,5,1.85,177,688
Australia,PG-13,65000000,2014,593,5.1,2.35,15000,689
UK,PG-13,50000000,2005,85,6.9,2.35,0,690
Canada,PG-13,43000000,2005,1000,4.8,2.35,0,691
USA,R,65000000,2014,13000,6.5,1.85,32000,692
USA,R,64000000,1999,1000,5.1,1.85,295,693
UK,PG-13,55000000,2015,580,7.1,2.35,40000,694
Germany,R,50000000,2006,27,7.5,2.35,26000,695
USA,PG-13,63000000,2002,522,6.2,2.35,0,696
Hong Kong,PG,65000000,2009,9000,6.3,2.35,0,697
USA,PG-13,63000000,1993,610,8.1,1.85,19000,698
USA,PG-13,63000000,1994,925,6.6,2.35,0,699
USA,PG-13,62000000,1994,913,6.9,2.35,0,700
China,R,65000000,2015,18,6.1,2.35,0,701
USA,PG-13,64000000,2006,862,4.3,1.85,0,702
France,PG-13,62000000,2000,919,6.6,2.35,0,703
USA,PG-13,62000000,1995,517,6.8,2.35,0,704
USA,PG-13,62000000,2008,966,3.8,2.35,0,705
USA,R,42000000,2001,904,5.9,2.35,0,706
USA,R,44000000,2015,1000,7.9,2.76,114000,707
USA,PG-13,61000000,2007,1000,6.3,1.85,0,708
USA,PG,63000000,2011,664,5.5,1.85,0,709
USA,R,65000000,2006,13000,7.7,2.35,13000,710
USA,PG-13,80000000,2004,713,6.3,1.85,0,711
USA,PG,60000000,2008,899,7.1,2.35,11000,712
USA,R,60000000,1999,745,8.5,1.85,30000,713
USA,PG-13,,2007,330,5.9,2.35,0,714
USA,G,150000000,2005,729,5.8,1.85,912,715
USA,R,61000000,2014,812,8.1,2.35,146000,716
USA,PG-13,60000000,2002,147,7.9,2.35,0,717
UK,PG-13,58000000,1995,387,7.2,2.35,0,718
USA,R,95000000,1999,501,6.3,2.35,885,719
USA,PG,60000000,1998,617,8.1,1.85,18000,720
USA,PG,70000000,1998,263,7,1.85,0,721
USA,PG,60000000,2003,955,5.5,1.85,886,722
USA,R,61000000,2013,497,6.7,2.35,22000,723
USA,PG,60000000,2001,664,5.2,1.85,0,724
USA,PG-13,60000000,2003,9000,7,2.35,0,725
USA,PG-13,60000000,2002,976,6.1,1.85,0,726
USA,PG,105000000,1998,11000,6.6,1.85,0,727
USA,PG-13,60000000,2009,722,5.5,1.85,0,728
USA,PG-13,60000000,1990,3000,5.9,2.35,0,729
USA,PG,60000000,2005,3000,5.4,2.35,781,730
USA,PG-13,61000000,2015,960,6.4,2.35,24000,731
USA,PG-13,60000000,2010,8000,5.7,1.85,26000,732
USA,PG-13,60000000,2000,3000,6.7,2.35,0,733
USA,PG-13,58000000,2010,11000,7.1,2.35,32000,734
USA,R,55000000,1999,2000,6.8,2.35,0,735
USA,PG-13,60000000,1998,1000,6.5,1.85,0,736
USA,R,65000000,2004,851,7.6,2.35,0,737
USA,PG-13,60000000,2002,1000,5.5,2.35,0,738
USA,PG-13,55000000,2004,1000,6.5,1.85,0,739
USA,PG-13,60000000,2012,3000,7,2.35,38000,740
USA,R,60000000,1999,975,5.8,2.35,0,741
USA,PG,60000000,2009,208,7.3,1.78,0,742
USA,PG-13,60000000,2011,240,6.6,1.85,42000,743
USA,PG,60000000,2003,257,4.4,2.35,858,744
USA,PG,60000000,2009,229,7.7,1.85,10000,745
USA,R,48000000,2008,946,5,1.85,6000,746
USA,R,70000000,2004,992,7.7,2.35,14000,747
USA,PG,50000000,2006,936,4.4,2.35,747,748
USA,PG-13,60000000,2004,869,6.1,2.35,0,749
USA,PG,60000000,1996,628,5.4,1.85,0,750
USA,PG-13,66000000,2004,334,6.8,1.85,0,751
USA,PG-13,60000000,1998,552,6.5,2.35,1000,752
USA,PG,60000000,2012,884,7,2.35,12000,753
USA,R,60000000,1997,13000,6.3,2.35,0,754
USA,PG-13,60000000,2003,780,6.3,2.35,0,755
USA,PG-13,60000000,1996,944,6.1,1.85,829,756
UK,G,60000000,2008,2000,6.1,2.35,0,757
USA,TV-PG,,,607,7.3,1.78,0,758
USA,PG-13,60000000,2002,680,5.3,1.85,797,759
USA,R,60000000,1995,520,5.4,1.85,1000,760
USA,PG-13,60000000,2014,394,6.2,2.35,17000,761
USA,PG-13,60000000,2015,22000,6.6,1.85,24000,762
UK,R,60000000,2016,992,5.9,2.35,28000,763
USA,R,75000000,1997,720,6.3,2.35,0,764
USA,R,61000000,2007,467,7.2,2.35,0,765
USA,PG,60000000,2014,668,6.8,1.85,11000,766
USA,PG-13,48000000,1998,967,6.1,2.35,0,767
Australia,PG,60000000,2014,8000,7.8,2.35,64000,768
USA,PG-13,45000000,2005,759,5,2.35,621,769
USA,PG-13,60000000,2002,18000,6.2,2.35,0,770
USA,R,60000000,2013,301,6.7,2.35,40000,771
USA,PG-13,60000000,2009,1000,4.9,1.85,0,772
USA,PG-13,60000000,2009,11000,7.4,2.35,23000,773
USA,PG-13,,2009,748,7.1,2.35,0,774
USA,PG-13,60000000,2009,1000,6.2,2.35,0,775
USA,PG,65000000,1999,417,4.9,1.85,448,776
USA,PG-13,60000000,2006,219,6.1,2.35,690,777
Spain,PG,70000000,2009,10000,6.1,2.35,0,778
USA,PG-13,60000000,2002,1000,6.4,2.35,0,779
USA,PG-13,60000000,2003,399,6.3,1.85,0,780
USA,PG-13,,2012,897,6.8,2.35,11000,781
UK,R,80000000,2010,1000,6.6,2.35,0,782
UK,R,40000000,1997,344,5.7,2.35,956,783
USA,R,60000000,2002,394,5.9,1.85,846,784
USA,R,60000000,2008,14000,6,2.35,0,785
USA,R,60000000,1998,968,6.1,2.35,0,786
UK,PG-13,60000000,2009,939,6.7,2.35,0,787
USA,PG-13,60000000,2000,10000,6.7,1.85,0,788
USA,R,60000000,2000,11000,7.9,1.85,15000,789
UK,PG,,2006,1000,5,1.85,470,790
USA,PG-13,87000000,2005,233,4.3,2.35,0,791
USA,PG-13,60000000,2011,441,5.7,2.35,20000,792
USA,PG,60000000,2003,102,6.7,1.66,880,793
UK,R,60000000,1997,585,6.7,2.35,10000,794
USA,PG-13,220000000,2012,21000,8.1,1.85,123000,795
USA,PG-13,60000000,2002,265,6.1,2.35,0,796
Germany,R,50000000,2006,972,5.6,2.35,0,797
UK,PG-13,60000000,2006,779,6.6,2.35,2000,798
USA,R,60000000,2001,848,6.9,2.35,0,799
USA,PG-13,65000000,2000,290,4.8,2.35,589,800
USA,PG-13,60000000,2014,882,6.2,2.35,17000,801
USA,PG-13,60000000,2013,2000,6,2.35,44000,802
USA,PG,60000000,2008,400,4.9,1.85,791,803
USA,PG-13,30000000,2005,329,5.6,2.35,0,804
USA,PG-13,55000000,1999,1000,6.1,1.85,641,805
Germany,PG,60000000,2008,1000,6.1,2.35,0,806
USA,PG-13,60000000,2008,961,4.8,2.35,2000,807
UK,R,60000000,2015,2000,5.5,2.35,12000,808
Germany,PG-13,60000000,2007,368,3.8,2.35,0,809
USA,R,35000000,2003,708,6.5,2.35,0,810
China,,68005000,2016,107,6,2.35,426,811
USA,R,80000000,2005,298,6.7,2.35,0,812
USA,R,58000000,2016,805,8.1,2.35,117000,813
USA,PG,60000000,1998,730,4.9,2.35,296,814
USA,R,58800000,2014,962,7.3,2.35,112000,815
USA,PG,58000000,2015,1000,6.4,2.35,35000,816
USA,TV-G,3000000,,558,6.6,1.33,990,817
USA,PG-13,58000000,2005,834,6.7,1.85,0,818
USA,PG,60000000,2000,891,3.6,1.85,500,819
USA,R,63000000,1988,1000,5.7,2.35,2000,820
USA,PG-13,58000000,2008,117,6,1.85,472,821
USA,TV-14,,2015,11000,4.9,2.35,0,822
USA,PG-13,58000000,2009,935,4.7,2.35,0,823
USA,PG-13,58000000,2013,847,6.3,2.35,22000,824
Germany,R,60000000,2010,1000,5.9,2.35,19000,825
USA,PG-13,58000000,2012,664,5.9,2.35,0,826
USA,TV-MA,,,722,7,1.33,0,827
USA,R,57000000,1997,14000,7.5,2.35,11000,828
USA,R,70000000,2012,3000,5.6,2.35,12000,829
USA,PG-13,57000000,1996,663,6.4,2.35,0,830
USA,PG-13,58000000,2004,3000,6.3,2.35,782,831
USA,PG-13,57000000,2011,1000,4.3,2.35,18000,832
UK,R,57000000,2001,243,5.9,2.35,0,833
USA,,,,701,6.7,16,0,834
Canada,PG,56000000,2005,799,5.5,2.35,0,835
USA,PG-13,56000000,2004,795,6.2,2.35,0,836
USA,PG-13,55000000,1994,294,8.8,2.35,59000,837
USA,PG,60000000,2007,718,5.2,1.85,0,838
USA,PG-13,55000000,2000,713,7,1.85,0,839
USA,G,55000000,1995,2000,6.6,1.78,0,840
USA,PG,55000000,1978,593,7.3,2.35,0,841
USA,PG-13,54000000,1996,773,5.6,1.85,960,842
USA,PG-13,70000000,2005,975,6.6,2.35,0,843
USA,PG,55000000,1997,562,5.4,1.85,5000,844
USA,R,55000000,2003,864,6.3,2.35,0,845
USA,PG-13,55000000,2013,535,7.9,2.35,65000,846
USA,PG-13,55000000,2010,11000,6.3,2.35,0,847
USA,PG,50000000,1995,419,6,1.85,0,848
USA,R,55000000,2014,17000,7.2,2.35,56000,849
USA,PG-13,55000000,2002,827,5.1,2.35,0,850
USA,R,53000000,1995,10000,7.3,2.35,0,851
USA,PG-13,55000000,2006,617,8,2.35,32000,852
USA,PG-13,55000000,2005,507,6.2,2.35,0,853
USA,R,55000000,1994,812,6,2.35,0,854
Germany,PG-13,55000000,1998,702,6.7,2.35,0,855
USA,R,30000000,2003,890,8.1,2.35,13000,856
USA,PG-13,55000000,1999,860,6.4,1.37,0,857
USA,TV-14,1400000,,440,8.4,1.33,0,858
USA,R,30000000,2004,387,8,2.35,0,859
USA,R,55000000,1989,549,6.3,2.35,0,860
USA,PG-13,55000000,1992,11000,6.4,1.85,8000,861
USA,PG-13,55000000,2000,110,6.6,2.35,0,862
USA,R,55000000,1996,780,6.4,2.35,0,863
USA,PG,55000000,2011,549,6,1.85,14000,864
USA,PG-13,55000000,2008,962,6.6,2.35,0,865
USA,PG,55000000,2013,591,5.9,1.85,0,866
USA,R,50000000,1992,273,6.4,2.35,0,867
USA,PG,55000000,1996,40,6.3,2.35,0,868
UK,R,55000000,1998,2000,7.3,2.35,0,869
USA,R,55000000,1996,416,6.8,2.35,0,870
UK,PG,55000000,2014,722,7.2,2.35,30000,871
USA,R,68000000,2012,591,5.7,2.35,15000,872
USA,R,55000000,2003,518,6,1.85,0,873
USA,R,55000000,1999,509,6.5,2.35,0,874
USA,PG-13,55000000,2003,390,5.8,2.35,0,875
USA,R,55000000,2008,509,5.8,2.35,0,876
UK,PG,55000000,2012,796,6.7,2.35,0,877
USA,R,55000000,2008,963,7.8,2.35,14000,878
USA,PG-13,50000000,1996,11000,5.6,1.85,1000,879
USA,R,55000000,1996,617,5.8,2.35,0,880
UK,PG-13,70000000,2004,893,7.4,2.35,0,881
UK,PG-13,55000000,2007,2000,6.9,1.85,0,882
USA,PG-13,62000000,2005,460,5.5,2.35,0,883
USA,PG-13,56000000,2003,640,6.3,2.35,953,884
USA,R,71000000,1997,879,4.7,2.35,316,885
USA,PG,55000000,2009,605,5.6,2.35,610,886
USA,PG,50000000,2014,2000,6.4,1.85,10000,887
UK,PG,57000000,2004,579,4.2,1.85,437,888
USA,PG-13,55000000,2010,828,6.4,2.35,19000,889
France,R,47000000,2004,52,7.7,2.35,0,890
UK,Not Rated,2000000,1962,367,7.7,1.66,0,891
USA,R,55000000,2002,854,5.3,2.35,448,892
USA,R,54000000,2002,919,6.7,1.85,0,893
USA,PG-13,55000000,2008,3000,7.7,2.35,26000,894
USA,R,55000000,2012,11000,5.7,1.85,10000,895
USA,R,54000000,1990,1000,7.6,1.85,0,896
USA,PG-13,57000000,2005,4000,6.4,1.85,0,897
USA,PG-13,54000000,2006,245,5.6,1.85,0,898
USA,PG,54000000,1980,467,6.8,2.35,0,899
USA,R,54000000,2003,62,2.4,2.35,2000,900
Germany,PG-13,55000000,2006,12000,6.2,1.85,0,901
Germany,R,46000000,2000,1000,5.9,2.35,0,902
USA,G,50000000,1997,808,7.1,2.35,0,903
USA,PG-13,52500000,2001,691,7.6,2.35,10000,904
USA,PG-13,53000000,2001,708,5.5,2.35,361,905
USA,R,53000000,2015,19000,7,2.35,44000,906
USA,R,90000000,2006,638,7.1,2.35,0,907
USA,R,50000000,2009,1000,7.4,2.35,21000,908
USA,R,53000000,2007,3000,7.6,2.35,0,909
USA,R,55000000,1998,637,5.9,1.85,853,910
USA,PG-13,55000000,2007,3000,5.9,2.35,672,911
USA,PG-13,52000000,2002,15000,8,1.85,15000,912
USA,R,40000000,2012,1000,7.4,1.85,39000,913
USA,PG-13,52000000,2006,957,5.8,1.85,0,914
USA,PG-13,52000000,2008,11000,6.3,2.35,10000,915
USA,PG-13,52000000,2010,12000,5.7,1.85,9000,916
USA,PG-13,50000000,2005,534,5.1,2.35,0,917
USA,R,52000000,1998,568,7.6,2.35,0,918
USA,R,52000000,2011,10000,6.4,2.35,13000,919
UK,R,52000000,1999,27,7.4,2.35,0,920
USA,R,52000000,1995,721,8.2,2.35,11000,921
France,R,52000000,2010,135,6.5,2.35,0,922
USA,PG-13,52000000,2003,691,5.5,2.35,846,923
USA,R,51000000,2000,624,6.5,1.85,0,924
Germany,PG,51000000,2006,560,5.6,1.85,605,925
USA,PG,,2006,1000,4.9,1.85,1000,926
USA,PG-13,50000000,2009,17000,4.6,2.35,13000,927
USA,PG,60000000,2001,50,7.9,1.85,0,928
USA,PG-13,50200000,2011,963,7.1,1.85,36000,929
USA,PG-13,48000000,1991,11000,6.9,1.85,0,930
USA,R,50000000,1996,743,7.3,1.85,0,931
USA,R,50000000,2012,3000,7,1.85,74000,932
USA,PG-13,50000000,1997,440,7.7,1.85,11000,933
USA,PG-13,50000000,1998,22000,6.7,2.35,0,934
USA,PG-13,50000000,2013,8000,6.3,2.35,41000,935
USA,PG-13,50000000,2002,11000,5.8,1.85,0,936
USA,PG-13,50000000,2011,560,7.1,2.35,37000,937
USA,R,52000000,2000,883,7.3,1.85,0,938
USA,PG-13,50000000,2003,1000,6.4,1.85,0,939
USA,R,50000000,2014,920,7.1,2.35,24000,940
USA,R,60000000,1994,10000,7.6,1.85,11000,941
USA,PG-13,70000000,2008,11000,6.8,2.35,0,942
USA,PG-13,50000000,2016,919,6.6,2.35,10000,943
USA,PG-13,50000000,1998,818,6.7,2.35,0,944
USA,PG-13,50000000,2015,2000,6.1,1.85,13000,945
USA,PG,50000000,2014,11000,6,2.39,90000,946
USA,R,45000000,2006,412,7.6,2.35,0,947
USA,R,50000000,1999,495,7.1,2.35,0,948
USA,PG-13,50000000,1995,387,5,1.85,0,949
USA,PG,,2011,13000,7.1,1.85,22000,950
USA,PG-13,50000000,2009,748,6.2,2.35,0,951
USA,PG-13,50000000,2006,11000,5.6,2.35,2000,952
USA,PG-13,,2005,989,5.4,1.85,0,953
USA,PG-13,50000000,2011,15000,7.4,2.39,44000,954
USA,PG,35000000,2004,258,5,1.85,795,955
USA,PG,60000000,2004,843,5.2,2.35,0,956
USA,PG-13,50000000,2011,18000,7.6,1.85,27000,957
USA,R,50000000,1995,11000,6.6,1.85,0,958
UK,PG-13,50000000,2014,664,7,2.35,24000,959
USA,PG,65000000,2009,536,5.7,2.35,0,960
USA,R,54000000,2005,979,8.2,2.35,48000,961
USA,PG-13,50000000,2003,131,6.2,2.35,955,962
UK,,,,171,7.9,,0,963
USA,G,50000000,2006,2000,6.6,1.85,624,964
USA,G,50000000,2005,651,4.7,1.85,1000,965
USA,R,50000000,2001,912,6.3,2.35,970,966
Germany,R,50000000,2013,520,6.1,2.35,45000,967
USA,R,50000000,2002,593,6.7,1.85,0,968
USA,PG-13,60000000,2011,348,6.1,1.85,27000,969
USA,R,50000000,2005,903,7,2.35,0,970
USA,R,50000000,2016,726,7.4,2.35,44000,971
USA,PG,50000000,2014,995,7.3,2.35,18000,972
USA,PG-13,50000000,2006,11000,5.8,2.35,773,973
USA,R,50000000,1997,1000,6.7,2.35,1000,974
USA,R,50000000,1997,2000,5.8,2.35,2000,975
USA,R,50000000,1997,294,7.8,2.35,25000,976
Canada,R,50000000,2006,495,6.6,2.35,0,977
USA,PG-13,50000000,2000,4000,6.5,1.85,0,978
USA,R,50000000,2012,1000,6.7,1.85,39000,979
Germany,R,50000000,1998,822,7.3,2.35,3000,980
USA,PG-13,50000000,2014,298,5.8,1.85,15000,981
USA,R,55000000,1994,289,5.5,1.85,669,982
USA,PG-13,50000000,1990,823,6.3,1.85,0,983
USA,R,50000000,2014,3000,7.4,2.35,47000,984
USA,R,50000000,1997,273,5.9,2.35,0,985
Germany,R,45000000,2004,919,6.2,2.35,0,986
