color,director_name,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,gross,X
Color,Paul Verhoeven,180,119,719,423,Kim Dickens,833,73209340,377
Color,Sydney Pollack,227,128,521,249,George Harris,591,72515360,378
Color,Thor Freudenthal,183,106,87,918,Leven Rambin,8000,68558662,379
Color,Jan de Bont,157,117,101,3000,Angelina Jolie Pitt,18000,65653758,380
Color,Jon M. Chu,196,129,209,886,Morgan Freeman,11000,64685359,381
Color,Phillip Noyce,64,116,176,84,Michael Byrne,192,61355436,382
Color,Tony Scott,142,114,12000,307,Stephen Dillane,11000,26871,383
Color,Brian De Palma,181,114,0,281,Connie Nielsen,3000,60874615,384
Color,Carlos Saldanha,240,96,107,350,Wanda Sykes,11000,143618384,385
Color,Chris Columbus,93,132,0,957,Oliver Platt,49000,58220776,386
Color,Mick Jackson,84,104,81,612,Anne Heche,3000,47474112,387
Color,Alan J. Pakula,66,111,79,2000,Brad Pitt,11000,42877165,388
Color,Kathryn Bigelow,136,138,0,123,Christian Camargo,14000,35168677,389
Color,Josh Trank,369,100,128,78,Reg E. Cathey,596,56114221,390
Color,John Milius,166,129,468,183,Mako,919,37567440,391
Color,Ron Howard,201,144,2000,537,Bruce McGill,680,61644321,392
Color,Andrey Konchalovskiy,47,110,96,554,Nathan Lane,887,190562,393
 Black and White,Gary Ross,175,140,378,599,Michael Angarano,12000,120147445,394
Color,Jan de Bont,114,113,101,848,Alan Ruck,22000,241688385,395
Color,Rob Cohen,187,106,357,4000,Vin Diesel,23000,144512310,396
Color,Robert Zemeckis,221,143,0,272,Paul Sanchez,15000,233630478,397
Color,George Miller,206,108,750,971,Hugh Jackman,49000,197992827,398
Color,Paul Greengrass,239,108,521,129,Joan Allen,13000,176049130,399
Color,Wolfgang Petersen,142,124,249,936,Gary Oldman,11000,172620724,400
Color,Steven Soderbergh,186,116,0,471,Bernie Mac,11000,183405771,401
Color,Paul W.S. Anderson,228,110,545,5000,Logan Lerman,14000,20315324,402
Color,Genndy Tartakovsky,256,91,266,11000,Adam Sandler,12000,148313048,403
Color,Kevin Lima,222,107,36,118,Teala Dunn,283,127706877,404
,,,,,,,,,405
Color,Daniel Espinosa,298,115,79,820,Ryan Reynolds,18000,126149655,406
Color,Kevin Lima,84,100,36,439,Eric Idle,2000,66941559,407
Color,Brett Ratner,236,104,420,535,Gabourey Sidibe,2000,78009155,408
Color,Nancy Meyers,157,138,278,213,Rufus Sewell,14000,63224849,409
Color,Tony Scott,81,140,12000,619,Jake Busey,10000,111544445,410
Color,Nancy Meyers,187,120,278,963,Hunter Parrish,11000,112703470,411
Color,Steven Soderbergh,238,122,0,11000,Matt Damon,14000,117144465,412
Color,Roger Allers,107,83,28,624,Debra Messing,4000,84303558,413
Color,Neil Burger,459,139,168,1000,Theo James,14000,150832203,414
Color,Jean-Jacques Annaud,187,131,218,29,Gabriel Thomson,5000,51396781,415
Color,Peter Berg,151,104,532,557,Rosario Dawson,12000,47592825,416
Color,John McTiernan,80,130,323,330,Tom Noonan,670,50016394,417
Color,Rob Marshall,229,145,252,210,Mako,879,57010853,418
Color,Justin Lin,158,104,681,159,Zachery Ty Bryan,584,62494975,419
Color,Sarah Smith,190,97,6,561,Imelda Staunton,1000,46440491,420
Color,Martin Brest,98,178,102,551,Brad Pitt,12000,44606335,421
Color,Andrew Davis,135,108,99,172,Rick Worthy,672,40048332,422
Color,Bob Fosse,84,123,189,87,Ben Vereen,813,,423
Color,Tarsem Singh,382,106,763,809,Nathan Lane,8000,64933670,424
Color,Edgar Wright,393,112,1000,719,Kieran Culkin,10000,31494270,425
Color,Jon Amiel,149,135,36,106,Tchéky Karyo,894,31111260,426
Color,Peter Segal,94,109,88,571,Janet Jackson,611,123307945,427
Color,Raja Gosnell,138,86,67,271,Linda Cardellini,4000,153288182,428
Color,Pete Travis,432,95,38,20,Jason Cope,409,13401683,429
Color,Frank Coraci,173,107,153,233,Cameron Monaghan,11000,137340146,430
Color,George A. Romero,127,130,0,602,Hal Holbrook,875,,431
Color,Brad Peyton,91,82,62,615,Sean Hayes,975,43575716,432
Color,Doug Liman,238,88,218,521,Hayden Christensen,17000,80170146,433
Color,Guillermo del Toro,345,120,0,160,Iván Kamarás,3000,75754670,434
Color,David Fincher,377,162,21000,495,Jake Gyllenhaal,21000,33048353,435
Color,Roger Spottiswoode,170,123,55,956,Michael Rapaport,3000,34543701,436
Color,Tom Shadyac,191,101,293,1000,Steve Carell,11000,242589580,437
Color,Sylvester Stallone,424,113,13000,5000,Sylvester Stallone,26000,102981571,438
Color,Brian De Palma,154,110,0,898,Kristin Scott Thomas,10000,180965237,439
Color,Gary Ross,673,142,378,575,Josh Hutcherson,34000,407999255,440
Color,Todd Phillips,383,102,480,461,Mason Lee,14000,254455986,441
Color,Tim Burton,153,126,13000,390,Vincent Schiavelli,920,162831698,442
Color,Tim Johnson,166,83,12,925,Steve Carell,13000,155019340,443
Color,Dean DeBlois,180,85,255,443,Jason Scott Lee,1000,145771527,444
Color,Gary Winick,120,97,56,852,Julia Roberts,12000,82506325,445
Color,Mimi Leder,125,120,75,3000,Jon Favreau,11000,140459099,446
Color,Dean Parisot,234,116,23,110,Anthony Hopkins,13000,53215979,447
Color,Peter Segal,134,113,88,421,Steve Reevis,11000,158115031,448
Color,Mike Mitchell,91,87,31,733,Jesse McCartney,1000,133103929,449
Color,Dennis Dugan,139,101,221,11000,Adam Sandler,12000,133668525,450
Color,Peter Segal,265,110,88,11000,Dwayne Johnson,13000,130313314,451
Color,Nancy Meyers,145,128,278,343,Jon Favreau,18000,124590960,452
Color,Martin Scorsese,490,138,17000,163,Joseph Sikora,29000,127968405,453
Color,Seth Gordon,141,88,91,982,Robert Duvall,4000,120136047,454
Color,Chris Wedge,163,91,77,208,Drew Carey,1000,128200012,455
Color,John Woo,155,138,610,805,CCH Pounder,12000,112225777,456
Color,Adam Shankman,144,99,163,495,Carmen Electra,11000,109993847,457
Color,Sam Mendes,226,117,0,818,Jennifer Jason Leigh,15000,104054514,458
Color,Dennis Dugan,204,117,221,503,Bailee Madison,11000,103028109,459
,,,,,,,,,460
Color,Simon West,139,123,165,744,Monica Potter,12000,101087161,461
Color,D.J. Caruso,215,118,154,915,Ethan Embry,3000,101111837,462
Color,Anthony Minghella,198,154,333,16000,Natalie Portman,22000,95632614,463
Color,Albert Hughes,325,118,117,10000,Mila Kunis,18000,94822707,464
Color,Les Mayfield,53,90,10,159,Jodi Benson,49000,92969824,465
Color,Jan de Bont,167,113,101,913,Lili Taylor,14000,91188905,466
Color,Joe Pytka,46,88,30,366,Wayne Knight,13000,90443603,467
Color,Shawn Levy,147,93,189,38,Henry Czerny,1000,82226474,468
Color,Scott Derrickson,276,104,301,71,Jon Hamm,18000,79363785,469
Color,Richard Donner,80,135,503,67,Alex McArthur,8000,76081498,470
Color,David Ayer,406,134,452,697,Logan Lerman,11000,85707116,471
Color,Ivan Reitman,97,98,425,397,Anne Heche,11000,74329966,472
Color,Eric Brevig,143,80,40,375,Tom Cavanagh,3000,100169068,473
Color,Kelly Asbury,106,83,21,495,Charles Napier,13000,73215310,474
Color,Frank Coraci,178,102,153,269,Leslie Bibb,3000,80360866,475
Color,Stephen Hopkins,102,130,81,427,William Hurt,10000,69102910,476
Color,Jonathan Demme,209,129,438,502,Dorian Missick,18000,65948711,477
Color,Henry Jaglom,19,117,69,87,Stephen Dillane,898,821997,478
Color,Genndy Tartakovsky,152,89,266,859,Adam Sandler,12000,169692572,479
,,,,,,,,,480
Color,James Algar,129,74,11,62,Penn Jillette,340,60507228,481
Color,Simon Wells,124,96,25,102,Alan Young,891,56684819,482
Color,Ron Underwood,35,114,31,372,Mika Boorem,9000,50628009,483
Color,Dominic Sena,166,99,57,820,Don Cheadle,20000,69772969,484
Color,Martin Campbell,137,129,258,163,Nick Chinlund,2000,45356386,485
Color,Vincent Ward,121,113,25,129,Annabella Sciorra,49000,55350897,486
Color,Steven Brill,87,90,65,658,Jon Lovitz,11000,39442871,487
Color,Terry Gilliam,233,118,0,871,Heath Ledger,13000,37899638,488
Color,Tim Burton,132,106,13000,733,Martin Short,20000,37754208,489
Color,Lucile Hadzihalilovic,63,81,92,8,Roxane Duran,23,,490
Color,Lee Tamahori,95,117,93,904,Harold Perrineau,12000,27779888,491
Color,Jonathan Mostow,258,89,84,1000,Devin Ratray,13000,38542418,492
Color,Roger Donaldson,162,145,79,183,Jon Foster,981,34566746,493
Color,Rob Cohen,61,114,357,366,Viggo Mortensen,13000,32885565,494
Color,Barry Cook,113,87,43,210,Tiya Sircar,882,36073232,495
Color,Roger Christian,174,119,64,41,Michael Byrne,743,21471685,496
Color,Joe Dante,101,91,287,695,Jenna Elfman,3000,20950820,497
 Black and White,Rob Marshall,205,118,252,30,Elio Germano,529,19673424,498
Color,Richard Donner,123,116,503,982,Gerard Butler,23000,19480739,499
Color,Kevin Costner,79,177,0,582,Brian Anthony Wilson,766,17593391,500
Color,George Miller,61,97,750,231,Elizabeth Daily,1000,18318000,501
Color,Breck Eisner,202,106,42,612,Joseph Gilgun,14000,27356090,502
Color,Antony Hoffman,145,106,14,0,Val Kilmer,2,17473245,503
Color,Luc Besson,101,94,0,14,Adam LeFevre,563,15131330,504
Color,Jacques Perrin,113,104,63,7,Jacques Perrin,67,19406406,505
Color,Peter Hyams,113,102,0,212,Catherine McCormack,1000,1891821,506
Color,Paul W.S. Anderson,272,105,545,74,Currie Graham,795,23219748,507
Color,Andrés Couturier,3,89,0,20,David Hoffman,163,,508
Color,Ron Howard,205,135,2000,535,Austin Pendleton,1000,170708996,509
Color,Roger Allers,186,73,28,847,Nathan Lane,2000,422783777,510
Color,Brad Peyton,178,94,62,722,Dwayne Johnson,14000,103812241,511
Color,Cody Cameron,169,95,18,18,Khamani Griffin,622,119793567,512
Color,Brett Ratner,210,124,420,876,Anthony Hopkins,22000,92930005,513
Color,Joe Johnston,140,136,394,1000,Viggo Mortensen,24000,67286731,514
Color,Dennis Dugan,156,91,221,553,Adam Sandler,14000,74158157,515
Color,John Singleton,150,107,309,771,Cole Hauser,23000,127083765,516
Color,Mark Osborne,119,108,54,6000,James Franco,12000,1339152,517
Color,Oliver Hirschbiegel,232,99,101,327,Veronica Cartwright,1000,15071514,518
Color,Des McAnuff,49,92,5,924,Janeane Garofalo,22000,26000610,519
Color,Yarrow Cheney,165,87,11,745,Eric Stonestreet,1000,323505540,520
 Black and White,Stephen Norrington,202,110,45,845,Max Ryan,1000,66462600,521
Color,Pierre Coffin,306,98,275,1000,Miranda Cosgrove,7000,368049635,522
Color,Roland Emmerich,185,154,776,933,Adam Baldwin,10000,306124059,523
Color,Steven Spielberg,177,129,14000,227,Richard Schiff,610,229074524,524
Color,Eric Darnell,181,86,35,179,Cedric the Entertainer,851,193136719,525
Color,Alfonso Cuarón,372,109,0,18,Danny Huston,16000,35286428,526
Color,Bryan Singer,290,104,0,505,Tyler Mane,20000,157299717,527
Color,Timur Bekmambetov,316,110,335,988,Morgan Freeman,11000,134568845,528
Color,Michael Bay,122,136,0,904,Michael Biehn,12000,134006721,529
Color,Carlos Saldanha,164,115,107,241,Ray Romano,835,195329763,530
Color,Peter Segal,147,99,88,328,Peter Dante,11000,120776832,531
Color,Adam Shankman,219,117,163,260,Elijah Kelley,719,118823091,532
Color,Renny Harlin,167,125,212,394,Alan Ford,613,41814863,533
Color,David Kellogg,70,110,16,692,Rene Auberjonois,2000,97360069,534
Color,Louis Leterrier,384,125,255,963,Common,11000,117698894,535
Color,Dennis Dugan,179,102,221,4000,Adam Sandler,12000,162001186,536
Color,Steven Spielberg,151,128,14000,232,Chi McBride,15000,77032279,537
,,,,,,,,,538
Color,Thor Freudenthal,107,100,87,446,Kevin Dillon,3000,73023275,539
Color,Martin Campbell,134,124,258,748,Scott Glenn,867,68473360,540
Color,Mike Nichols,269,102,0,15000,Tom Hanks,22000,66636385,541
Color,Bibo Bergeron,143,90,10,11000,Martin Scorsese,22000,160762022,542
Color,Bill Condon,241,130,386,525,Jennifer Hudson,912,103338338,543
,,,,,,,,,544
Color,F. Gary Gray,161,118,473,680,Christina Milian,12000,55808744,545
Color,Steven Spielberg,298,163,14000,412,Moritz Bleibtreu,745,47379090,546
Color,Antoine Fuqua,89,142,845,787,Tom Skerritt,13000,43426961,547
Color,Robert Luketic,140,100,126,925,Lisa Ann Walter,19000,47000485,548
Color,Guy Ritchie,362,116,0,104,Elizabeth Debicki,15000,45434443,549
Color,James L. Brooks,124,131,274,138,Paz Vega,11000,42044321,550
Color,Gil Kenan,190,91,27,925,Jon Heder,12000,73661010,551
Color,Barry Levinson,132,123,272,193,Brían F. O'Byrne,13000,41523271,552
Color,Jerry Zucker,53,134,109,249,Ben Cross,919,37600435,553
Color,Andy Tennant,91,148,72,99,Geoffrey Palmer,582,39251128,554
Color,Tarsem Singh,284,110,763,222,Daniel Sharman,15000,83503161,555
Color,Florent-Emilio Siri,152,113,17,759,Bruce Willis,87000,34636443,556
Color,Don Bluth,131,94,383,886,Janeane Garofalo,13000,22751979,557
Color,Ron Shelton,132,116,41,541,Bruce Greenwood,11000,30013346,558
Color,Paul W.S. Anderson,67,99,545,533,Sean Pertwee,933,14567883,559
Color,David Pastor,130,84,10,394,Kiernan Shipka,3000,90820,560
Color,Henry Selick,74,93,253,637,Bridget Fonda,3000,5409517,561
Color,John Moore,114,113,212,568,Tony Curran,2000,21009180,562
Color,M. Night Shyamalan,294,106,0,963,Bruce Willis,18000,94999143,563
Color,Kyle Balda,308,91,22,1000,Jon Hamm,7000,336029560,564
Color,Zack Snyder,435,128,0,826,Abbie Cornish,4000,36381716,565
Color,Brian De Palma,117,98,0,697,Mike Starr,12000,55585389,566
Color,Barry Levinson,108,134,272,215,James Pickens Jr.,548,36976367,567
Color,Clay Kaytis,141,97,6,415,Josh Gad,22000,107225164,568
Color,Andy Tennant,176,112,72,715,Ray Winstone,11000,70224196,569
Color,Judd Apatow,230,153,0,130,RZA,11000,51814190,570
Color,Peter Berg,234,110,532,461,Frances Fisher,3000,47456450,571
Color,Adam McKay,164,122,285,989,Leslie Bibb,8000,148213377,572
Color,Steve Carr,91,87,41,574,Jeffrey Jones,1000,112950721,573
Color,Mel Gibson,132,178,0,403,Patrick McGoohan,906,75600000,574
Color,Sam Mendes,262,125,0,210,Brian Geraghty,15000,62647540,575
Color,David Silverman,299,87,30,433,Yeardley Smith,745,183132370,576
Color,Frank Darabont,128,152,0,745,Hal Holbrook,940,27796042,577
Color,Renny Harlin,109,116,212,462,Estella Warren,13000,32616869,578
Color,Jean-Jacques Annaud,88,109,218,8,Jean-Claude Dreyfus,21,18947630,579
Color,M. Night Shyamalan,261,108,0,882,Judy Greer,3000,114195633,580
Color,Betty Thomas,73,85,84,595,Raven-Symoné,1000,144156464,581
Color,M. Night Shyamalan,208,106,0,242,Merritt Wever,710,227965690,582
Color,Andrew Adamson,205,93,80,48,Jennifer Saunders,692,436471036,583
Color,John Lasseter,256,117,487,769,Cheech Marin,1000,244052771,584
Color,Garry Marshall,103,116,0,995,Christopher Meloni,8000,152149590,585
Color,Rob Cohen,191,132,357,212,Eve,14000,141204016,586
Color,Paul Tibbitt,147,92,5,726,Billy West,870,162495848,587
Color,Ron Howard,79,139,2000,808,Delroy Lindo,960,136448821,588
Color,Quentin Tarantino,486,153,16000,11000,Brad Pitt,13000,120523073,589
Color,Steven Spielberg,75,142,14000,5000,Julia Roberts,49000,119654900,590
Color,Brett Ratner,245,101,420,467,Rufus Sewell,12000,72660029,591
Color,Renny Harlin,142,124,212,576,John Amos,13000,117541000,592
Color,Clark Johnson,144,117,69,1000,Josh Charles,10000,116643346,593
,,,,,,,,,594
Color,Cameron Crowe,153,141,488,509,Ivana Milicevic,10000,100614858,595
Color,M. Night Shyamalan,284,110,0,559,Freddy Rodríguez,3000,42272747,596
Color,Paul W.S. Anderson,247,109,545,727,Colin Salmon,886,80281096,597
Color,Betty Thomas,107,88,84,1000,Bridgit Mendler,1000,219613391,598
Color,Randall Wallace,141,124,130,841,Marc Blucas,4000,78120196,599
Color,Antoine Fuqua,358,119,845,992,Morgan Freeman,18000,98895417,600
Color,Jonathan Frakes,160,103,906,748,Jonathan Frakes,1000,70117571,601
Color,Jonathan Liebesman,355,116,473,464,Jim Parrack,833,83552429,602
Color,Tim Burton,235,125,13000,883,Alison Lohman,12000,66257002,603
Color,Mike Nichols,59,125,0,184,Peter Gerety,443,65012000,604
 Black and White,Steven Spielberg,388,146,14000,979,Benedict Cumberbatch,25000,79883359,605
Color,George Clooney,371,118,0,559,Matt Damon,13000,78031620,606
Color,James Cameron,82,171,0,638,Todd Graff,2000,54222000,607
Color,Oliver Stone,297,136,0,17,Austin Pendleton,903,52474616,608
Color,Gary Shore,261,92,28,423,Sarah Gadon,3000,55942830,609
Color,Edward Zwick,120,116,380,774,Bruce Willis,18000,40932372,610
Color,Matthew Vaughn,228,127,905,271,David Kelly,15000,38345403,611
Color,Jean-Jacques Annaud,76,136,218,400,Mako,11000,37901509,612
Color,Ron Howard,185,111,2000,244,Clint Howard,17000,48430355,613
Color,Joel Schumacher,128,116,541,384,Brooke Smith,12000,30157016,614
Color,Andrzej Bartkowiak,237,113,43,452,Ben Daniels,12000,28031250,615
Color,Betty Thomas,105,97,84,150,Phill Lewis,989,33105600,616
Color,Måns Mårlind,242,88,24,324,Stephen Rea,5000,62321039,617
Color,Adam Shankman,360,136,163,66,Shane Hartline,394,38509342,618
Color,Gregory Hoblit,112,125,40,407,Cole Hauser,13000,19076815,619
Color,Gary McKendry,189,116,5,748,Robert De Niro,26000,25093607,620
Color,John McTiernan,151,98,323,390,Chris Klein,1000,18990542,621
Color,Wych Kaosayananda,92,91,8,298,Sandrine Holt,349,14294842,622
Color,Mikael Salomon,79,97,13,695,Minnie Driver,11000,19819494,623
Color,Bobby Farrelly,81,95,101,443,Brandy Norwood,2000,13596911,624
Color,Will Finn,51,88,6,854,Oliver Platt,2000,8460990,625
Color,Michael Mann,261,133,0,301,Archie Kao,26000,7097125,626
Color,Kerry Conran,197,106,14,582,Laurence Olivier,11000,37760080,627
Color,Michael Caton-Jones,159,116,105,246,Indira Varma,844,5851188,628
Color,Mikael Håfström,286,115,101,585,50 Cent,13000,25121291,629
Color,Renny Harlin,156,99,212,182,Luke Newberry,576,18821279,630
Color,Phil Alden Robinson,176,124,31,497,Bruce McGill,11000,118471320,631
Color,David Slade,293,124,171,10000,Kristen Stewart,21000,300523113,632
Color,Frank Oz,141,124,0,580,Marlon Brando,22000,71069884,633
Color,Pierre Coffin,304,87,275,975,Miranda Cosgrove,7000,251501645,634
Color,Joseph Ruben,40,105,29,97,Robert Blake,584,35324232,635
Color,Seth MacFarlane,280,125,3000,3000,Morgan Freeman,14000,81257500,636
Color,Alejandro Amenábar,180,141,448,334,Ashraf Barhom,614,617840,637
Color,Kinka Usher,125,121,18,776,Wes Studi,1000,29655590,638
Color,Bobby Farrelly,237,111,101,681,Larry Joe Campbell,966,45045037,639
Color,Michael Mann,209,157,0,680,Rip Torn,14000,28965197,640
Color,Craig Gillespie,178,117,44,531,Abraham Benrubi,788,27550735,641
Color,Ridley Scott,238,128,0,135,Simon McBurney,29000,39380442,642
Color,Jay Roach,190,114,116,982,Stephanie Szostak,7000,72980108,643
Color,Timur Bekmambetov,393,105,335,911,Dominic Cooper,3000,37516013,644
Color,Jon Amiel,138,113,36,232,Kevin McNally,537,87704396,645
,,,,,,,,,646
Color,Rob Bowman,142,121,38,745,Mitch Pileggi,940,83892374,647
Color,Doug Lefler,90,102,4,112,Nonso Anozie,14000,5932060,648
Color,Steven Spielberg,219,169,14000,13000,Vin Diesel,15000,216119491,649
Color,Scott Waugh,327,132,76,464,Dominic Cooper,3000,43568507,650
Color,Nancy Meyers,149,127,278,912,Lisa Edelstein,2000,182805123,651
Color,Chris Wedge,193,103,77,835,Stephen Root,1000,176387405,652
Color,Lawrence Kasdan,175,136,759,354,Michael O'Neill,11000,33685268,653
Color,Steven Spielberg,538,150,14000,655,Hal Holbrook,23000,182204440,654
Color,Lana Wachowski,313,136,0,99,Marcus Chong,18000,171383253,655
Color,Ron Howard,159,140,2000,552,Miko Hughes,15000,172071312,656
Color,Paul Verhoeven,196,113,719,217,Rachel Ticotin,605,119412921,657
Color,Michael Lembeck,80,104,54,775,Aisha Tyler,901,139225854,658
Color,Tom Hooper,488,158,0,11000,Eddie Redmayne,20000,148775460,659
Color,Nora Ephron,153,119,0,744,Jean Stapleton,15000,115731542,660
Color,Adam McKay,173,106,285,105,Adam Scott,8000,100468793,661
